No. user,No. miner,No. minerNeighbours,init No. tx:,delay between fog node(ms),delay between end users(ms),upload bandwidth(KB/S),download bandwidth(KB/S),gossip,fail pending time(secs),queue limit,injection rate(per sec),tx per block,<-parameter / result->,final No. block,fail time(secs),average transaction pending time(ms),average block time(ms),average uploadtime(ms),average downloadtime(ms),simulation time(sec),total upload time(sec),total download time(sec),total network delay time(sec),elapsed time(secs)
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,70,100,<-parameter / result->,13,-1.0,1564.943602757191,319.201717376709,212.67127403846158,106.33563701923079,4.149622325897217,2.764726562500001,1.3823632812500004,0.0,0.006961822509765625
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,70,100,<-parameter / result->,17,-1.0,2723.0780964330943,595.2711744869457,396.7135799632353,198.35678998161765,10.119609966278077,6.744130859375,3.3720654296875,0.0,0.011145353317260742
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,70,100,<-parameter / result->,15,-1.0,2341.646723910356,504.00259780883795,335.88671875,167.943359375,7.560038967132568,5.038300781249999,2.5191503906249997,0.0,0.008322477340698242
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,70,100,<-parameter / result->,14,-1.0,1959.6735061689938,408.5030998502459,272.22726004464283,136.11363002232142,5.719043397903443,3.8111816406249996,1.9055908203124998,0.0,0.00753021240234375
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,70,100,<-parameter / result->,13,-1.0,1587.296421383196,318.10797031109144,211.96514423076925,105.98257211538463,4.135403614044189,2.7555468750000003,1.3777734375000001,0.0,0.0061893463134765625
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,70,100,<-parameter / result->,13,-1.0,1578.5597997725474,318.7193004901593,212.37379807692312,106.18689903846156,4.143350906372071,2.7608593750000003,1.3804296875000002,0.0,0.006219148635864258
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,70,100,<-parameter / result->,15,-1.0,2346.2372012493347,503.6258913675945,335.640625,167.8203125,7.554388370513917,5.0346093750000005,2.5173046875000002,0.0,0.008240222930908203
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,70,100,<-parameter / result->,12,-1.0,1193.3214363821673,236.2380186716715,157.38525390625,78.692626953125,2.8348562240600583,1.888623046875,0.9443115234375,0.0,0.005510807037353516
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,80,100,<-parameter / result->,13,-1.0,1173.2099524481719,230.61923540555514,153.63506610576923,76.81753305288461,2.998050060272217,1.9972558593749998,0.9986279296874999,0.0,0.005578756332397461
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,80,100,<-parameter / result->,15,-1.0,1944.166968239102,413.1057198842367,275.2864583333333,137.64322916666666,6.19658579826355,4.129296875,2.0646484375,0.0,0.00883030891418457
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,80,100,<-parameter / result->,19,-1.0,2665.5159202230707,608.9554982436331,405.846011513158,202.923005756579,11.570154466629027,7.711074218750001,3.8555371093750006,0.0,0.012122392654418945
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,80,100,<-parameter / result->,19,-1.0,2681.8234839946676,608.6630058288574,405.65532483552636,202.82766241776318,11.564597110748291,7.707451171875001,3.8537255859375006,0.0,0.011743307113647461
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,80,100,<-parameter / result->,13,-1.0,1180.5361448779133,230.14352798461914,153.3082932692308,76.6541466346154,2.991865863800049,1.9930078125000001,0.9965039062500001,0.0,0.006075620651245117
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,80,100,<-parameter / result->,17,-1.0,2316.723073446276,505.28181805330166,336.73828124999994,168.36914062499997,8.589790906906128,5.724550781249999,2.8622753906249994,0.0,0.00947117805480957
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,80,100,<-parameter / result->,13,-1.0,1188.9857322544126,230.49091412470892,153.55168269230768,76.77584134615384,2.996381883621216,1.996171875,0.9980859375,0.0,0.005496978759765625
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,80,100,<-parameter / result->,19,-1.0,2677.3178258736484,607.6361083984374,404.9681332236842,202.4840666118421,11.54508605957031,7.69439453125,3.847197265625,0.0,0.011714696884155273
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,80,100,<-parameter / result->,14,-1.0,1566.317247615476,317.0267057418824,211.23604910714292,105.61802455357146,4.438373880386353,2.9573046875000006,1.4786523437500003,0.0,0.00662541389465332
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,80,100,<-parameter / result->,15,-1.0,1948.7591479389805,413.45903078715014,275.5208333333333,137.76041666666666,6.201885461807252,4.1328125,2.06640625,0.0,0.00779414176940918
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,90,100,<-parameter / result->,18,-1.0,2315.1755328964286,522.9835881127252,348.53515625,174.267578125,9.413704586029052,6.2736328125,3.13681640625,0.0,0.010422945022583008
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,90,100,<-parameter / result->,22,-1.0,2635.5751406763334,620.1871724562211,413.33496093750006,206.66748046875003,13.644117794036864,9.093369140625,4.5466845703125,0.0,0.013820886611938477
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,90,100,<-parameter / result->,14,-1.0,1570.5966430721862,330.87674072810586,220.47154017857144,110.23577008928572,4.632274370193482,3.0866015625000003,1.5433007812500001,0.0,0.006757020950317383
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,90,100,<-parameter / result->,13,-1.0,1183.9717242755585,237.0989777491643,157.9529747596154,78.9764873798077,3.082286710739136,2.053388671875,1.0266943359375,0.0,0.005674123764038086
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,90,100,<-parameter / result->,16,-1.0,1948.5924877283228,419.9666380882264,279.8614501953125,139.93072509765625,6.719466209411622,4.477783203125,2.2388916015625,0.0,0.008532047271728516
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,90,100,<-parameter / result->,16,-1.0,1928.3698174612864,423.0111688375473,281.890869140625,140.9454345703125,6.768178701400757,4.51025390625,2.255126953125,0.0,0.008537530899047852
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,90,100,<-parameter / result->,16,-1.0,1931.9827546915826,421.9525218009948,281.17980957031244,140.58990478515622,6.751240348815917,4.4988769531249995,2.2494384765624997,0.0,0.008571624755859375
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,90,100,<-parameter / result->,16,-1.0,1944.9770861951247,420.7994997501374,280.41687011718756,140.20843505859378,6.732791996002198,4.486669921875001,2.2433349609375006,0.0,0.008336782455444336
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,90,100,<-parameter / result->,13,-1.0,1182.220454147884,237.21272541926453,158.03185096153842,79.01592548076921,3.083765430450439,2.0544140625,1.02720703125,0.0,0.0058934688568115234
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,90,100,<-parameter / result->,13,-1.0,1184.005651738909,236.84288538419284,157.7862079326923,78.89310396634615,3.078957509994507,2.051220703125,1.0256103515625,0.0,0.005754232406616211
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,100,100,<-parameter / result->,15,-1.0,1551.0459415269481,330.84335772196454,220.45052083333334,110.22526041666667,4.962650365829468,3.3067578125,1.65337890625,0.0,0.007200002670288086
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,100,100,<-parameter / result->,21,-1.0,2240.301662618798,525.4348037356422,350.17299107142856,175.08649553571428,11.034130878448485,7.3536328125,3.67681640625,0.0,0.01197957992553711
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,100,100,<-parameter / result->,21,-1.0,2269.605471468711,525.6238333384197,350.2985491071429,175.14927455357144,11.038100500106813,7.35626953125,3.678134765625,0.0,0.01218724250793457
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,100,100,<-parameter / result->,26,-1.0,2665.1738339692483,636.470905817472,424.1935847355771,212.09679236778854,16.548243551254274,11.029033203125003,5.514516601562502,0.0,0.016569852828979492
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,100,100,<-parameter / result->,15,-1.0,1543.5633134939305,331.46110916137695,220.8567708333333,110.42838541666664,4.971916637420654,3.3128515624999997,1.6564257812499998,0.0,0.007297515869140625
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,100,100,<-parameter / result->,13,-1.0,1183.4081770726877,243.65336418151853,162.3204627403846,81.1602313701923,3.167493734359741,2.110166015625,1.0550830078125,0.0,0.00583338737487793
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,100,100,<-parameter / result->,13,-1.0,1192.432531135027,244.4036806546725,162.81850961538464,81.40925480769232,3.177247848510743,2.116640625,1.0583203125,0.0,0.005984306335449219
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,100,100,<-parameter / result->,21,-1.0,2256.3703896545157,525.0090371994746,349.86049107142856,174.93024553571428,11.025189781188967,7.3470703125,3.67353515625,0.0,0.012856245040893555
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,100,100,<-parameter / result->,17,-1.0,1910.3277357730437,429.03900426976816,285.9059053308824,142.9529526654412,7.2936630725860585,4.860400390625001,2.4302001953125005,0.0,0.009244203567504883
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,100,100,<-parameter / result->,13,-1.0,1185.3336006134973,244.42846811734714,162.83653846153848,81.41826923076924,3.1775700855255127,2.1168750000000003,1.0584375000000001,0.0,0.0058438777923583984
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,110,100,<-parameter / result->,16,-1.0,1549.0394115142133,332.9170733690262,221.82617187500003,110.91308593750001,5.326673173904419,3.5492187500000005,1.7746093750000003,0.0,0.007882356643676758
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,110,100,<-parameter / result->,16,-1.0,1527.8222517939703,333.1842064857483,222.00927734375,111.004638671875,5.330947303771973,3.5521484375,1.77607421875,0.0,0.007773160934448242
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,110,100,<-parameter / result->,24,-1.0,2243.1170563240485,534.9089392026266,356.48681640624994,178.24340820312497,12.837814540863038,8.555683593749999,4.277841796874999,0.0,0.01387929916381836
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,110,100,<-parameter / result->,19,-1.0,1898.1867036421238,433.5320071170205,288.90316611842104,144.45158305921052,8.237108135223389,5.48916015625,2.744580078125,0.0,0.010092020034790039
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,110,100,<-parameter / result->,14,-1.0,1169.351790069388,241.41452857426236,160.8314732142857,80.41573660714285,3.379803400039673,2.251640625,1.1258203125,0.0,0.006272315979003906
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,110,100,<-parameter / result->,14,-1.0,1174.3881351967168,241.0022756031581,160.55943080357144,80.27971540178572,3.3740318584442135,2.24783203125,1.123916015625,0.0,0.0060825347900390625
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,110,100,<-parameter / result->,24,-1.0,2251.2503181113198,537.0683725674946,357.919921875,178.9599609375,12.889640941619872,8.590078125,4.2950390625,0.0,0.014273643493652344
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,110,100,<-parameter / result->,16,-1.0,1536.4661082059906,333.86272847652435,222.45849609375,111.229248046875,5.34180365562439,3.5593359375,1.77966796875,0.0,0.007812738418579102
10,10,3,1000,0,0,100.0,200.0,False,-2,2000,110,100,<-parameter / result->,24,-1.0,2243.1414581009085,536.8645354111989,357.7905273437499,178.89526367187494,12.884748849868771,8.586972656249998,4.293486328124999,0.0,0.013985157012939453
